Week,4046,4225,4770,Bags,Total Volume,Average Price
Jan-1-2012,10,297,584,10,247,529,468,161,1,731,092,22,744,366,0.89
Jan-8-2012,10,002,342,8,340,256,302,483,1,779,464,20,424,545,0.96
Jan-15-2012,9,922,646,8,470,708,308,836,1,828,426,20,530,616,0.98
Jan-22-2012,10,110,350,8,986,298,304,728,1,776,717,21,178,093,0.96
Jan-29-2012,9,484,997,8,024,023,350,915,1,794,756,19,654,691,1.00
Feb-5-2012,16,529,786,15,795,879,586,237,2,314,443,35,226,345,0.80
Feb-12-2012,10,620,099,9,750,718,442,802,1,808,965,22,622,584,0.93
Feb-19-2012,8,533,712,7,734,331,366,194,1,699,819,18,334,056,1.03
Feb-26-2012,8,959,331,8,300,769,403,631,1,780,510,19,444,241,1.03
Mar-4-2012,8,989,482,9,739,673,585,316,1,865,137,21,179,608,0.98
Mar-11-2012,9,841,880,9,208,104,526,846,1,852,928,21,429,758,0.97
Mar-18-2012,10,830,190,8,410,618,382,581,1,858,860,21,482,249,0.98
Mar-25-2012,10,470,418,8,667,303,560,669,1,840,975,21,539,365,1.01
Apr-1-2012,10,008,232,9,470,470,400,716,1,839,833,21,719,251,1.01
Apr-8-2012,10,423,468,9,245,068,491,411,1,800,802,21,960,749,1.04
Apr-15-2012,10,631,020,9,248,034,650,042,1,941,927,22,471,023,0.99
Apr-22-2012,10,791,424,9,099,143,445,181,2,199,254,22,535,002,1.02
Apr-29-2012,9,667,509,7,989,938,436,342,1,918,772,20,012,561,1.12
May-6-2012,13,288,184,14,095,688,431,177,2,196,519,30,011,568,1.00
May-13-2012,10,569,158,10,153,457,267,425,1,968,152,22,958,192,1.07
May-20-2012,10,140,181,9,286,608,302,803,2,000,811,21,730,403,1.10
May-27-2012,11,333,014,10,939,010,408,374,2,182,943,24,863,341,1.07
Jun-3-2012,10,205,510,9,520,771,387,206,2,059,481,22,172,968,1.12
Jun-10-2012,10,663,721,10,043,053,473,037,1,937,565,23,117,376,1.11
Jun-17-2012,10,635,011,9,500,539,491,493,2,031,243,22,658,286,1.12
Jun-24-2012,10,257,892,9,626,490,482,632,2,342,149,22,709,163,1.09
Jul-1-2012,11,341,712,10,244,751,565,963,2,145,620,24,298,046,1.06
Jul-8-2012,12,613,624,11,089,226,780,405,2,274,694,26,757,949,1.07
Jul-15-2012,11,495,669,9,548,480,581,022,2,148,503,23,773,674,1.06
Jul-22-2012,10,533,856,9,898,392,1,224,235,2,024,129,23,680,612,1.06
Jul-29-2012,11,743,283,9,619,838,644,230,2,014,413,24,021,764,1.02
Aug-5-2012,9,533,084,11,385,485,847,407,2,093,700,23,859,676,1.04
Aug-12-2012,7,993,399,11,000,735,772,692,2,051,648,21,818,474,1.10
Aug-19-2012,7,908,583,11,244,900,726,024,1,942,451,21,821,958,1.08
Aug-26-2012,8,076,528,11,365,422,965,619,1,913,749,22,321,318,1.05
Sep-2-2012,8,601,370,12,235,811,799,717,2,173,222,23,810,120,1.05
Sep-9-2012,8,640,014,11,727,561,782,181,2,073,711,23,223,467,1.06
Sep-16-2012,8,109,313,10,711,570,513,805,2,004,710,21,339,398,1.05
Sep-23-2012,8,449,950,10,579,879,536,785,2,310,653,21,877,267,1.01
Sep-30-2012,7,902,799,10,572,211,647,918,2,220,903,21,343,831,1.01
Oct-7-2012,8,168,555,10,932,373,702,496,2,411,287,22,214,711,1.00
Oct-14-2012,7,076,979,9,886,108,687,458,2,334,279,19,984,824,1.04
Oct-21-2012,7,640,950,10,746,775,803,482,2,208,011,21,399,218,1.00
Oct-28-2012,8,267,414,10,904,154,677,069,2,203,910,22,052,547,0.96
Nov-4-2012,6,947,482,9,885,859,744,392,2,014,665,19,592,398,1.00
Nov-11-2012,7,011,422,10,716,175,830,751,1,945,143,20,503,491,0.98
Nov-18-2012,6,622,694,9,061,208,702,132,1,844,281,18,230,315,1.02
Nov-25-2012,5,455,965,7,648,407,620,533,1,744,285,15,469,190,1.09
Dec-2-2012,7,828,840,9,389,780,773,496,2,001,884,19,994,000,0.95
Dec-9-2012,8,034,297,9,745,153,776,655,2,101,382,20,657,487,0.94
Dec-16-2012,6,429,092,9,391,890,731,504,2,113,118,18,665,604,1.00
Dec-23-2012,6,615,205,8,946,938,953,680,2,115,480,18,631,303,1.01
Dec-30-2012,8,792,939,11,372,988,1,182,693,2,156,747,23,505,367,0.89
