Week,4046,4225,4770,Bags,Total Volume,Average Price
Jan-6-2013,8,792,126,13,058,821,1,218,780,2,310,436,25,380,163,0.93
Jan-13-2013,7,602,723,11,616,917,1,218,790,2,599,334,23,037,764,0.99
Jan-20-2013,8,371,093,12,384,457,1,388,039,2,503,876,24,647,465,0.95
Jan-27-2013,8,283,866,11,044,267,1,027,280,2,529,322,22,884,735,0.98
Feb-3-2013,13,642,914,18,509,791,1,910,218,3,175,882,37,238,805,0.82
Feb-10-2013,9,749,972,13,682,384,1,125,098,2,783,965,27,341,419,0.86
Feb-17-2013,8,134,410,10,686,435,983,141,2,637,735,22,441,721,0.96
Feb-24-2013,8,684,543,11,429,565,1,019,582,2,773,590,23,907,280,0.97
Mar-3-2013,9,340,379,12,921,197,1,584,391,2,897,536,26,743,503,0.94
Mar-10-2013,9,412,845,11,391,864,1,459,429,3,260,064,25,524,202,0.94
Mar-17-2013,9,773,855,11,924,083,1,422,876,3,141,417,26,262,231,0.93
Mar-24-2013,9,236,870,11,115,916,1,365,681,2,725,142,24,443,609,0.98
Mar-31-2013,9,013,030,11,128,625,1,229,486,2,756,064,24,127,205,1.02
Apr-7-2013,10,403,797,11,571,477,1,095,363,2,475,739,25,546,376,0.98
Apr-14-2013,9,845,550,13,394,699,1,293,256,2,718,480,27,251,985,0.98
Apr-21-2013,10,348,048,11,843,893,1,082,639,3,134,578,26,409,158,0.99
Apr-28-2013,9,349,508,12,520,640,1,192,315,2,912,703,25,975,166,1.02
May-5-2013,14,370,863,17,478,391,1,419,359,3,566,528,36,835,141,0.90
May-12-2013,10,499,369,14,040,822,1,604,792,3,215,202,29,360,185,0.97
May-19-2013,9,825,847,12,450,266,1,423,304,3,059,718,26,759,135,1.01
May-26-2013,11,080,200,14,770,911,1,196,650,3,194,043,30,241,804,0.97
Jun-2-2013,10,725,840,12,267,645,1,205,056,2,937,365,27,135,906,1.03
Jun-9-2013,11,400,847,12,285,544,1,204,555,3,216,893,28,107,839,1.02
Jun-16-2013,11,732,310,12,367,303,1,257,865,3,130,243,28,487,721,1.03
Jun-23-2013,12,317,917,11,893,558,1,056,420,2,845,117,28,113,012,1.01
Jun-30-2013,13,970,911,12,057,938,937,582,3,079,812,30,046,243,0.99
Jul-7-2013,14,391,655,13,356,313,1,207,485,3,166,468,32,121,921,1.02
Jul-14-2013,11,883,622,11,576,865,858,332,3,241,005,27,559,824,1.05
Jul-21-2013,11,541,938,10,708,925,1,174,515,2,857,805,26,283,183,1.06
Jul-28-2013,10,744,544,10,073,857,916,260,2,553,946,24,288,607,1.10
Aug-4-2013,10,342,900,9,894,701,967,543,2,561,467,23,766,611,1.13
Aug-11-2013,9,894,343,10,642,601,884,381,2,412,561,23,833,886,1.14
Aug-18-2013,9,897,461,10,013,006,732,840,2,463,002,23,106,309,1.18
Aug-25-2013,9,732,377,10,334,006,633,732,2,424,682,23,124,797,1.15
Sep-1-2013,12,092,983,11,268,486,666,080,2,555,354,26,582,903,1.07
Sep-8-2013,11,159,807,11,373,542,596,708,2,581,476,25,711,533,1.09
Sep-15-2013,10,317,712,10,381,518,811,658,2,405,198,23,916,086,1.10
Sep-22-2013,10,149,978,8,848,599,407,004,2,778,909,22,184,490,1.11
Sep-29-2013,8,630,113,9,662,340,413,480,2,293,073,20,999,006,1.15
Oct-6-2013,9,258,249,11,414,779,473,465,3,169,780,24,316,273,1.18
Oct-13-2013,8,854,344,8,754,496,436,547,2,459,763,20,505,150,1.19
Oct-20-2013,8,504,598,8,395,092,434,583,2,293,063,19,627,336,1.19
Oct-27-2013,9,363,718,8,590,481,392,468,2,274,338,20,621,005,1.15
Nov-3-2013,8,490,558,9,023,595,425,706,2,309,485,20,249,344,1.14
Nov-10-2013,8,806,692,9,013,854,439,678,2,492,016,20,752,240,1.12
Nov-17-2013,9,501,157,9,778,708,568,897,2,636,747,22,485,509,1.05
Nov-24-2013,7,222,141,7,518,965,395,093,2,377,125,17,513,324,1.18
Dec-1-2013,7,223,265,6,943,747,315,676,2,173,763,16,656,451,1.16
Dec-8-2013,8,666,802,9,393,004,379,896,2,448,191,20,887,893,1.05
Dec-15-2013,8,469,138,8,737,561,364,212,2,564,452,20,135,363,1.05
Dec-22-2013,8,015,174,8,202,936,417,793,2,442,766,19,078,669,1.12
Dec-29-2013,9,574,958,10,007,668,480,420,2,532,325,22,595,371,1.02
