Week,4046,4225,4770,Bags,Total Volume,Average Price
Jan-2-2011,9,184,204,10,851,369,829,822,1,616,500,22,481,895,0.93
Jan-9-2011,7,775,785,8,804,841,746,905,1,429,995,18,757,526,1.02
Jan-16-2011,7,938,697,8,769,277,865,911,1,408,905,18,982,790,1.05
Jan-23-2011,7,493,861,9,386,580,841,561,1,480,889,19,202,891,1.04
Jan-30-2011,7,432,837,7,404,200,837,834,1,475,130,17,150,001,1.11
Feb-6-2011,12,607,861,14,671,312,1,392,527,1,638,687,30,310,387,0.91
Feb-13-2011,8,938,745,9,138,678,979,369,1,502,565,20,559,357,0.99
Feb-20-2011,7,408,094,7,390,026,812,702,1,544,897,17,155,719,1.09
Feb-27-2011,7,105,796,7,712,492,935,691,1,552,367,17,306,346,1.11
Mar-6-2011,7,168,608,8,859,693,1,064,074,1,537,064,18,629,439,1.10
Mar-13-2011,6,445,183,7,195,810,652,169,1,512,209,15,805,371,1.23
Mar-20-2011,6,499,509,6,416,396,675,869,1,385,772,14,977,546,1.30
Mar-27-2011,6,573,211,6,117,070,724,226,1,236,713,14,651,220,1.35
Apr-3-2011,6,680,766,6,058,934,696,413,1,142,677,14,578,790,1.38
Apr-10-2011,6,725,289,6,304,825,713,571,1,185,030,14,928,715,1.41
Apr-17-2011,6,544,371,6,177,632,622,614,1,273,337,14,617,954,1.43
Apr-24-2011,6,777,325,5,894,118,661,502,1,302,310,14,635,255,1.47
May-1-2011,6,936,419,5,956,143,605,371,1,174,869,14,672,802,1.42
May-8-2011,9,517,364,8,162,043,678,195,1,509,693,19,867,295,1.32
May-15-2011,7,784,849,6,214,297,546,692,1,259,584,15,805,422,1.35
May-22-2011,7,280,573,6,187,100,570,134,1,181,833,15,219,640,1.38
May-29-2011,8,257,797,6,685,760,609,586,1,300,275,16,853,418,1.37
Jun-5-2011,8,552,608,6,559,706,608,468,1,365,130,17,085,912,1.38
Jun-12-2011,7,926,734,6,785,281,615,054,1,361,545,16,688,614,1.39
Jun-19-2011,8,632,818,6,833,282,473,868,1,548,113,17,488,081,1.38
Jun-26-2011,8,182,515,6,707,824,292,078,1,480,210,16,662,627,1.37
Jul-3-2011,8,450,044,6,708,047,349,039,1,490,268,16,997,398,1.50
Jul-10-2011,8,556,056,6,605,663,293,303,1,290,587,16,745,609,1.49
Jul-17-2011,7,707,267,5,547,932,289,662,1,269,617,14,814,478,1.55
Jul-24-2011,7,535,302,5,418,783,282,903,1,274,413,14,511,401,1.57
Jul-31-2011,6,970,545,5,382,530,337,822,1,210,496,13,901,393,1.59
Aug-7-2011,7,123,660,5,607,169,383,574,1,212,481,14,326,884,1.58
Aug-14-2011,7,018,570,5,469,038,360,173,1,177,336,14,025,117,1.59
Aug-21-2011,6,478,042,5,370,664,429,998,1,179,317,13,458,021,1.60
Aug-28-2011,6,235,743,5,331,844,386,415,1,167,399,13,121,401,1.59
Sep-4-2011,7,157,672,5,276,349,351,795,1,109,123,13,894,939,1.55
Sep-11-2011,6,841,861,5,628,203,308,742,1,227,420,14,006,226,1.55
Sep-18-2011,7,482,910,5,242,820,247,770,1,254,272,14,227,772,1.42
Sep-25-2011,7,485,534,5,366,362,218,167,1,161,743,14,231,806,1.36
Oct-2-2011,7,080,843,5,620,858,197,754,1,122,356,14,021,811,1.33
Oct-9-2011,8,184,108,7,794,257,252,570,1,172,984,17,403,919,1.15
Oct-16-2011,8,280,768,7,024,427,264,237,1,240,677,16,810,109,1.12
Oct-23-2011,8,676,700,6,274,748,211,993,1,562,246,16,725,687,1.05
Oct-30-2011,8,567,811,7,278,412,234,797,1,780,007,17,861,027,1.01
Nov-6-2011,8,199,560,6,341,908,240,298,1,405,940,16,187,706,1.03
Nov-13-2011,8,265,031,7,805,574,262,413,1,178,031,17,511,049,0.99
Nov-20-2011,6,747,443,6,190,152,287,168,1,126,286,14,351,049,1.08
Nov-27-2011,6,015,563,5,050,325,306,438,1,031,718,12,404,044,1.13
Dec-4-2011,7,506,858,6,699,742,460,467,1,086,730,15,753,797,1.01
Dec-11-2011,7,443,873,7,513,141,378,137,1,171,020,16,506,171,0.96
Dec-18-2011,6,243,842,6,506,113,391,139,1,292,301,14,433,395,1.06
Dec-25-2011,7,046,506,7,909,930,384,950,1,617,445,16,958,831,1.07
