Week,4046,4225,4770,Bags,Total Volume,Average Price
Jan-5-2014,10,535,645,13,905,103,510,274,2,810,386,27,761,408,1.01
Jan-12-2014,9,647,200,11,187,901,435,843,2,714,754,23,985,698,1.07
Jan-19-2014,11,227,324,11,576,636,479,435,3,599,827,26,883,222,1.05
Jan-26-2014,10,750,805,11,138,454,418,538,3,317,537,25,625,334,1.08
Feb-2-2014,16,680,906,17,812,656,896,612,4,820,392,40,210,566,0.91
Feb-9-2014,11,565,507,13,570,190,540,334,4,040,876,29,716,907,0.98
Feb-16-2014,11,175,169,9,815,919,499,487,3,790,833,25,281,408,1.04
Feb-23-2014,10,733,855,11,500,875,863,428,3,673,241,26,771,399,1.06
Mar-2-2014,11,987,727,12,481,378,541,091,4,324,201,29,334,397,1.02
Mar-9-2014,11,136,676,11,558,633,578,794,4,030,439,27,304,542,1.06
Mar-16-2014,11,770,793,10,967,927,601,134,3,962,902,27,302,756,1.08
Mar-23-2014,10,788,705,11,063,903,576,456,4,219,106,26,648,170,1.11
Mar-30-2014,12,048,233,12,272,006,729,653,4,174,540,29,224,432,1.07
Apr-6-2014,12,106,946,11,453,032,721,892,4,623,160,28,905,030,1.09
Apr-13-2014,11,777,708,10,685,753,556,225,4,335,155,27,354,841,1.12
Apr-20-2014,10,971,268,10,617,379,599,162,4,604,659,26,792,468,1.17
Apr-27-2014,10,727,417,9,259,539,583,446,4,104,497,24,674,899,1.18
May-4-2014,15,318,221,12,857,961,944,724,5,142,529,34,263,435,1.07
May-11-2014,12,418,020,11,859,975,654,968,4,481,150,29,414,113,1.15
May-18-2014,11,322,287,9,528,753,593,863,4,364,816,25,809,719,1.21
May-25-2014,12,391,078,11,034,088,680,882,4,770,729,28,876,777,1.19
Jun-1-2014,11,376,264,10,836,647,694,915,4,597,898,27,505,724,1.20
Jun-8-2014,12,483,169,11,013,008,699,515,4,920,241,29,115,933,1.16
Jun-15-2014,12,829,231,11,010,187,784,955,4,785,397,29,409,770,1.16
Jun-22-2014,12,269,591,11,563,597,957,457,4,802,425,29,593,070,1.13
Jun-29-2014,11,296,357,10,399,776,1,067,197,4,605,035,27,368,365,1.18
Jul-6-2014,13,097,711,11,610,338,1,482,392,5,036,400,31,226,841,1.18
Jul-13-2014,10,271,670,9,461,638,1,283,915,4,115,605,25,132,828,1.22
Jul-20-2014,9,482,411,9,750,958,1,168,562,4,006,747,24,408,678,1.19
Jul-27-2014,9,182,791,9,785,234,906,819,3,976,659,23,851,503,1.19
Aug-3-2014,8,949,992,11,384,479,899,605,4,036,963,25,271,039,1.16
Aug-10-2014,9,139,474,11,227,121,861,686,4,077,818,25,306,099,1.16
Aug-17-2014,9,175,287,8,904,390,596,982,3,571,011,22,247,670,1.15
Aug-24-2014,8,609,152,9,908,304,595,206,3,353,536,22,466,198,1.14
Aug-31-2014,9,992,502,9,884,838,774,853,3,744,896,24,397,089,1.11
Sep-7-2014,8,710,459,9,843,712,487,375,3,898,893,22,940,439,1.16
Sep-14-2014,9,307,435,10,575,193,767,080,3,901,829,24,551,537,1.14
Sep-21-2014,8,585,846,10,691,334,684,317,3,816,897,23,778,394,1.11
Sep-28-2014,8,399,928,10,335,989,703,320,3,796,096,23,235,333,1.12
Oct-5-2014,9,078,536,10,738,816,607,552,4,019,472,24,444,376,1.10
Oct-12-2014,9,066,632,11,271,526,711,801,0,21,049,959,1.09
Oct-19-2014,10,104,281,10,808,796,629,477,0,21,542,554,1.05
Oct-26-2014,8,893,025,10,496,629,568,041,0,19,957,695,1.07
Nov-2-2014,10,077,982,10,851,011,612,688,0,21,541,681,1.05
